Chl_a(mg/L),SST(øC),salinity(ppt),Wind_Speed_Era5(m/s),Wind_direction_ERA5(degree of north),TP(mm),STD:200KM,STD:100KM,STD_SST_12months,STD_SST_6months(øC),salinty_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_month_Status
0.78792,31.94,17313.38362,1.233363406,70.68275141,0.01,0.5308,0.4818,3.432420085,2.174005041,170.7893015,NON_BLOOM,0.049,0.77783,NON_BLOOM
0.77783,30.89,17671.21667,0.725313576,-29.03611484,0.17,0.7959,0.3501,3.466810093,1.076817907,275.3918406,NON_BLOOM,0.4458,1.32369,NON_BLOOM
1.32369,28.12,17435.74138,0.810427395,58.8971663,0.23,0.5885,0.3998,3.46595215,1.516839963,261.1443256,NON_BLOOM,0.1887,1.18134,NON_BLOOM
1.18134,25.745,16979.55417,0.519026002,1.358950483,1.56,0.6244,0.5646,3.460654517,2.535531941,254.2252855,NON_BLOOM,0.0598,1.50852,NON_BLOOM
1.50852,23.695,16904.20417,1.440335039,-23.6311436,9.6,0.8055,0.783,3.395149394,3.325038116,267.5360401,NON_BLOOM,0.0225,5.425,NON_BLOOM
5.425,23.405,16935.22685,1.60189164,23.59431447,0.16,0.5817,0.5207,3.402364655,3.308453083,287.6379622,NON_BLOOM,0.061,2.22027,NON_BLOOM
2.22027,25.025,16865.18333,1.343810253,38.02497079,0.01,0.5939,0.4949,3.31103487,2.624885183,307.6943265,NON_BLOOM,0.099,1.12346,NON_BLOOM
1.12346,28.03,16839.75,3.491891025,28.25799466,0,0.8839,0.8707,3.26015622,1.871924144,202.996453,NON_BLOOM,0.0132,1.06196,NON_BLOOM
1.06196,27.585,16891.85833,6.008984039,20.19672275,0,0.879,0.84,3.257198119,1.762650506,45.56046571,NON_BLOOM,0.039,0.50264,NON_BLOOM
0.50264,30.11,16992.71552,4.293252278,31.24568253,0,0.627,0.5752,3.189138032,2.447872659,49.36893901,NON_BLOOM,0.0518,0.36823,NON_BLOOM
0.36823,31.275,17062.1,4.572223354,33.87262722,1.48,0.963,0.741,3.103941798,2.714611186,76.59877239,NON_BLOOM,0.222,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.36977,
0.36977,30.665,17338.03333,0.856473688,-136.9482893,0,0.4567,0.2991,2.8513034,1.318393646,137.2782617,NON_BLOOM,0.1576,1.02024,NON_BLOOM
1.02024,28.475,17264.4181,2.25687548,-177.0957333,0.18,0.4714,0.372,2.854058027,1.011775461,123.4266024,NON_BLOOM,0.0994,1.13177,NON_BLOOM
1.13177,26.65,16985.40417,1.500080186,28.59131922,1.34,0.6946,0.6407,2.803755263,1.775000978,124.8850207,NON_BLOOM,0.0539,1.37079,NON_BLOOM
1.37079,23.495,17086.65,1.893610383,16.18505418,3.22,1.2526,1.2825,2.830489106,2.84331587,122.7463907,NON_BLOOM,-0.0299,9.00095,NON_BLOOM
9.00095,23.09,16851.03704,2.086503726,-25.63367953,0.09,0.809,0.5918,2.875068719,3.155705701,162.8995561,NON_BLOOM,0.2172,1.77616,NON_BLOOM
1.77616,24.83,16744.4875,2.611083284,-60.98489246,0.36,0.5398,0.4672,2.892781575,2.713557654,211.0405245,NON_BLOOM,0.0726,2.26364,NON_BLOOM
2.26364,24.945,16777.06466,3.176673628,29.48398539,0,0.947,0.79,3.018628851,1.842807527,182.8967949,NON_BLOOM,0.157,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.1633,
1.1633,23.135,16986,1.179594427,85.4831475,0.00067,0.5726,0.5711,,,,NON_BLOOM,0.0015,6.13449,NON_BLOOM
6.13449,22.82,16986.71429,2.461245546,32.31515508,0.00001,0.4168,0.351,,,,NON_BLOOM,0.0658,5.46546,NON_BLOOM
5.46546,24.265,16833.6,2.528672076,20.58818078,0.00001,0.5269,0.4748,,,,NON_BLOOM,0.0521,1.56221,NON_BLOOM
1.56221,25.07,16883.10345,3.887034773,29.07239978,0,0.8558,0.7294,,,,NON_BLOOM,0.1264,0.80796,NON_BLOOM
0.80796,27.4,16926.53333,2.879236377,43.26288913,0,0.7617,0.7227,,,,NON_BLOOM,0.039,0.69154,NON_BLOOM
0.69154,30.03,17033.68966,2.58351006,29.77842848,0,0.6376,0.5585,,2.536519378,68.06861011,NON_BLOOM,0.0791,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.47264,
0.47264,30.13,17618.96552,3.33997043,88.18201142,0,0.7191,0.4532,,2.241350814,248.3759975,NON_BLOOM,0.2659,0.6055,NON_BLOOM
0.6055,29.915,17850.2,1.723579311,81.02249248,0,0.5572,0.3251,,1.283600622,321.9587536,NON_BLOOM,0.2321,1.01236,NON_BLOOM
1.01236,28.185,17502.03448,1.621090124,51.77345049,0.00023,0.4063,0.2485,,1.027800037,273.3891548,NON_BLOOM,0.1578,1.0567,NON_BLOOM
1.0567,25.08,17306.46667,0.427073012,-107.0625212,0.00351,0.5223,0.4646,3.033760358,2.145663747,224.9202233,NON_BLOOM,0.0577,1.27337,NON_BLOOM
1.27337,22.8,17118.63333,0.836599552,-85.47641735,0.00217,0.9362,0.8979,3.073904954,2.960249731,244.6313695,NON_BLOOM,0.0383,6.7121,NON_BLOOM
6.7121,21.995,17059.55556,1.027375806,41.67024834,0.00291,0.8201,0.694,3.181677443,3.254388597,278.1891158,NON_BLOOM,0.1261,2.14266,NON_BLOOM
2.14266,23.235,16842.06667,2.300338461,34.48273332,0.00052,0.5658,0.5051,3.274300471,2.916878564,326.9934284,NON_BLOOM,0.0607,4.12438,NON_BLOOM
4.12438,25.27,16800.55172,2.184687004,40.29172808,0.00001,0.7751,0.6246,3.263957502,2.051106917,245.7298226,NON_BLOOM,0.1505,1.5231,NON_BLOOM
1.5231,27.895,16875.06667,2.243342808,64.63442137,0,0.8089,0.6738,3.269258538,1.963541479,178.8260454,NON_BLOOM,0.1351,0.31926,NON_BLOOM
0.31926,31.03,17026.58621,2.52274208,67.41321248,0,0.7048,0.5899,3.350828463,3.187866863,119.596814,NON_BLOOM,0.1149,1.38735,NON_BLOOM
1.38735,31.72,17369.63333,3.636255943,85.6441268,0,0.5601,0.5791,3.378181422,3.683672024,191.9617966,NON_BLOOM,-0.019,1.05224,NON_BLOOM
1.05224,32.63,17660.2,3.787279087,85.69063296,0,0.4684,0.4229,3.551690008,3.469965178,315.8580579,NON_BLOOM,0.0455,0.91969,NON_BLOOM
0.91969,31.755,17804.55172,3.354303661,83.28777961,0,0.5247,0.4621,3.678464825,2.607845535,383.4868827,NON_BLOOM,0.0626,0.80579,NON_BLOOM
0.80579,30.075,17737.3,1.960141635,70.58830206,0,0.491,0.2832,3.687018236,1.533480292,355.9391377,NON_BLOOM,0.2078,3.43044,NON_BLOOM
3.43044,27.655,17796.10345,0.900681781,59.40674529,0.00003,0.5683,0.3834,3.68338782,1.611219561,282.1342824,NON_BLOOM,0.1849,1.20606,NON_BLOOM
1.20606,25.705,17449.36667,0.455910993,61.99978601,0.00044,0.5236,0.383,3.651740144,2.47896932,168.6579911,NON_BLOOM,0.1406,1.55118,NON_BLOOM
1.55118,23.125,17146.66667,1.110649481,36.96103821,0.00022,0.997,0.9595,3.616728398,3.355312227,234.8649199,NON_BLOOM,0.0375,6.70222,NON_BLOOM
6.70222,23.61,16965.33333,1.313872298,28.27281009,0.00023,0.5869,0.426,3.428020034,3.180107113,328.7165875,NON_BLOOM,0.1609,6.05048,NON_BLOOM
6.05048,23.1,16799.66667,2.249708021,29.56656663,0.0009,0.5125,0.3377,3.443199517,2.600552826,375.0600555,NON_BLOOM,0.1748,2.10717,NON_BLOOM
2.10717,25.495,16716.37931,2.484167684,32.88748988,0.00001,0.7587,0.7944,3.429972136,1.661464381,376.7904818,NON_BLOOM,-0.0357,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.63678,
0.63678,31.585,17651.56667,4.364474875,97.92914689,0,0.5696,0.5467,3.299976852,3.235420396,361.6302258,NON_BLOOM,0.0229,1.00692,NON_BLOOM
1.00692,31.775,17959.75862,3.360588125,88.17266421,0,0.6013,0.4001,3.301997712,2.280679114,459.7837613,NON_BLOOM,0.2012,0.9948,NON_BLOOM
0.9948,30.79,18028.53333,1.906103276,58.8197647,0,0.4997,0.4671,3.349285657,1.084694337,457.5039586,NON_BLOOM,0.0326,1.41276,NON_BLOOM
1.41276,27.78,17967.65517,1.467491257,35.59619238,0.0005,0.5208,0.4421,3.348941582,1.361204787,374.0331108,NON_BLOOM,0.0787,2.13862,NON_BLOOM
2.13862,23.775,17170.36667,1.663632818,-107.7493162,0.00238,0.9085,0.9224,3.490639567,2.904157102,308.860811,NON_BLOOM,-0.0139,2.55329,NON_BLOOM
2.55329,22.38,16997.1,1.126687975,-82.98625978,0.00119,0.922,0.7647,3.576536068,3.749870461,406.9944132,NON_BLOOM,0.1573,2.92729,NON_BLOOM
2.92729,22.315,16868.77778,2.121082629,18.48028361,0.00051,0.6452,0.4279,3.712565095,3.868175083,494.8778823,NON_BLOOM,0.2173,4.28143,NON_BLOOM
4.28143,22.6,16824.83333,2.868449845,50.28404862,0.00009,0.4991,0.3394,3.764188067,3.229167849,499.3774212,NON_BLOOM,0.1597,1.40744,NON_BLOOM
1.40744,25.045,16764.37931,2.089622544,34.14630719,0.00001,0.6718,0.6358,3.785765188,1.951616317,410.3208352,NON_BLOOM,0.036,0.42719,NON_BLOOM
0.42719,29.05,16814.2,2.19858809,47.05364828,0,0.8462,0.7442,3.800658386,2.374958625,138.2292159,NON_BLOOM,0.102,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.8728,
0.8728,32.12,17798.75862,2.45891737,86.0659186,0,0.4329,0.3301,3.931854065,2.556290716,416.8885517,NON_BLOOM,0.1028,0.60206,NON_BLOOM
0.60206,29.895,17899.76667,0.976755174,80.29784679,0,0.5057,0.3729,3.878413259,1.195824913,441.2858423,NON_BLOOM,0.1328,1.2606,NON_BLOOM
1.2606,27.535,17929.55172,2.207455539,19.74825175,0.00007,0.4743,0.4069,3.877567608,1.658167705,400.4579182,NON_BLOOM,0.0674,1.16315,NON_BLOOM
1.16315,25.345,17584.43333,0.278998154,-1.519760992,0.00029,0.4802,0.3775,3.775261856,2.603949591,264.2173397,NON_BLOOM,0.1027,1.91533,NON_BLOOM
1.91533,22.66,17069.26667,1.89241087,-106.8996533,0.0057,0.9169,0.9051,3.743551029,3.492860178,290.119489,NON_BLOOM,0.0118,5.9769,NON_BLOOM
5.9769,21.735,16918.46429,0.603461521,-29.22042203,0.00006,1.0258,0.8724,3.815062527,3.718254145,399.530141,NON_BLOOM,0.1534,2.30297,NON_BLOOM
2.30297,22.735,16695.53333,1.980576373,12.50168805,0,0.5825,0.4301,3.800495102,2.937425767,480.7012217,NON_BLOOM,0.1524,0.57846,NON_BLOOM
0.57846,25.385,16760.51724,2.73353533,38.70596262,0,0.7719,0.7426,3.782538532,2.017638368,449.8593256,NON_BLOOM,0.0293,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,2.23496,
2.23496,30.775,17411.68966,2.707281737,69.5241047,0,0.3903,0.4274,3.409570375,2.131154649,218.1129577,NON_BLOOM,-0.0371,3.88541,NON_BLOOM
3.88541,29.68,17561.4,2.06639859,54.64385893,0,0.5969,0.4687,3.396052933,1.117847634,228.1368956,NON_BLOOM,0.1282,4.11605,NON_BLOOM
4.11605,26.435,17428.03448,0.545224045,-146.6803155,0.00051,0.8105,0.764,3.400919274,1.695681811,186.0512773,NON_BLOOM,0.0465,3.3861,NON_BLOOM
3.3861,24.26,17253.2,1.185124594,-32.93644815,0.00056,0.6463,0.5485,3.460792198,2.700509211,163.1403724,NON_BLOOM,0.0978,6.74215,NON_BLOOM
6.74215,22.87,17048.5,1.213184488,5.404826109,0.00141,0.7863,0.6435,3.4391177,3.149905753,162.5939932,NON_BLOOM,0.1428,10.94459,BLOOM
10.94459,22.095,16899.59259,2.133582241,57.14282826,0.00004,0.7604,0.5427,3.393925538,3.281350607,229.6589591,BLOOM,0.2177,9.06212,NON_BLOOM
9.06212,23.64,16831.4,2.441149061,36.4622405,0.00221,0.578,0.4533,3.305514621,2.554778203,267.4663892,NON_BLOOM,0.1247,5.02468,NON_BLOOM
5.02468,24.705,16755.58621,2.024540548,39.5643138,0.00024,0.7379,0.5853,3.340960727,1.3862041,238.0907199,NON_BLOOM,0.1526,0.61599,NON_BLOOM
0.61599,28.69,16880.33333,2.484703114,22.91757615,0,0.8712,0.7298,3.356088657,2.111278575,163.6690382,NON_BLOOM,0.1414,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.47059,
0.47059,31.465,17854.48276,3.129940425,76.97619546,0.00002,0.4264,0.4132,3.496717781,2.444422932,393.2725459,NON_BLOOM,0.0132,0.47144,NON_BLOOM
0.47144,29.9,18115.83333,2.026052419,34.59011811,0,0.4095,0.4012,3.509833483,1.020134795,472.2540861,NON_BLOOM,0.0083,3.17079,NON_BLOOM
3.17079,27.625,17713.68966,1.865816523,66.84647242,0.00018,0.462,0.4002,3.500992989,1.367819889,419.043537,NON_BLOOM,0.0618,1.41625,NON_BLOOM
1.41625,24.835,17258.8,0.554630819,-83.74041222,0.00307,0.6059,0.5232,3.461509786,2.468862339,356.4500371,NON_BLOOM,0.0827,3.64183,NON_BLOOM
3.64183,23.615,17132.73333,1.376683404,19.33207888,0.00046,0.6058,0.4741,3.384819947,3.033287202,337.0851246,NON_BLOOM,0.1317,2.88165,NON_BLOOM
2.88165,23.235,16984.18519,1.249572797,83.56765557,0.00235,0.536,0.3935,3.244832082,3.129561227,410.1025601,NON_BLOOM,0.1425,1.68297,NON_BLOOM
1.68297,24.425,16820.36667,2.428308564,14.69945452,0.00057,0.7461,0.6328,3.171480661,2.383614931,444.9162268,NON_BLOOM,0.1133,0.56321,NON_BLOOM
0.56321,25.865,16796.03448,3.420628137,31.39792367,0,0.7258,0.6298,3.096658706,1.472157336,312.2608089,NON_BLOOM,0.096,0.31363,NON_BLOOM
0.31363,28.36,16923.3,2.501699336,33.45384834,0,0.8655,0.7434,3.089727829,1.703448504,165.0284508,NON_BLOOM,0.1221,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.48489,
0.48489,31.515,17574.86207,2.547295914,90.25248628,0,0.553,0.4331,3.173166438,2.245476935,268.9502767,NON_BLOOM,0.1199,0.68917,NON_BLOOM
0.68917,30.545,17783.56667,1.949843198,55.14273604,0.00037,0.652,0.4134,3.213900689,1.311246227,359.8659539,NON_BLOOM,0.2386,1.30186,NON_BLOOM
1.30186,27.7,17664.13793,0.747709747,-111.8128128,0,0.6363,0.456,3.213570482,1.516630036,371.2023274,NON_BLOOM,0.1803,2.48171,NON_BLOOM
2.48171,24.985,17081.63333,0.259732325,122.3627872,0.00016,0.6797,0.6266,3.202146714,2.604539973,358.7644332,NON_BLOOM,0.0531,1.40012,NON_BLOOM
1.40012,23.5,17065.43333,1.511543382,75.21649394,0.00087,0.7403,0.7413,3.214947079,3.384743651,365.9417916,NON_BLOOM,-0.001,3.00288,NON_BLOOM
3.00288,22.495,17060.2963,2.184803139,36.0597181,0.0028,0.5759,0.5151,3.308392317,3.410349444,308.5825437,NON_BLOOM,0.0608,1.58656,NON_BLOOM
1.58656,23.22,16751.66667,3.327610723,37.10550948,0.00016,0.6914,0.4294,3.424836447,2.849980629,365.48818,NON_BLOOM,0.262,1.87628,NON_BLOOM
1.87628,25.49,16689.72414,2.055822883,57.33920738,0.00003,0.6746,0.6285,3.442883966,1.736298745,315.5112367,NON_BLOOM,0.0461,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.66729,
0.66729,31.45,17410.93103,2.625481714,83.79140385,0,0.558,0.4041,3.43507892,2.286485659,374.9149544,NON_BLOOM,0.1539,0.59532,NON_BLOOM
0.59532,30.14,17566.06667,1.269575978,80.06296909,0.00015,0.5503,0.2879,3.408565497,1.158184643,320.0638728,NON_BLOOM,0.2624,0.95707,NON_BLOOM
0.95707,27.71,17681.72414,2.1500214,-63.09207984,0.00073,0.4657,0.2982,3.408581898,1.467323716,221.632824,NON_BLOOM,0.1675,1.59426,NON_BLOOM
1.59426,24.895,17225.03333,1.123040515,109.8705028,0.00002,0.835,0.832,3.414505719,2.578603735,154.5316059,NON_BLOOM,0.003,2.45444,NON_BLOOM
2.45444,23.13,16962.46667,2.053261426,35.50399879,0.00033,0.7926,0.7035,3.453120569,3.186150586,245.0262374,NON_BLOOM,0.0891,1.424,NON_BLOOM
1.424,22.07,16949.96429,1.084625454,85.48634234,0.00121,0.704,0.6179,3.507056255,3.482049704,280.1433598,NON_BLOOM,0.0861,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.60777,
1.60777,31.855,17619.10345,1.297753019,88.56619618,0,0.62,0.461,3.82581491,2.745144198,386.2521447,NON_BLOOM,0.159,0.59262,NON_BLOOM
0.59262,30.795,17725.73333,0.666062138,16.49694931,0.00025,0.5415,0.4615,3.868852718,1.602094116,358.5528319,NON_BLOOM,0.08,0.83172,NON_BLOOM
0.83172,28.225,17625.41379,0.719151194,-105.390152,0.00143,0.466,0.3499,3.874226715,1.351629932,244.9627104,NON_BLOOM,0.1161,1.36332,NON_BLOOM
1.36332,25.35,16955.5,0.957796411,139.7999404,0.00205,0.6263,0.5732,3.850660365,2.506125274,255.6092029,NON_BLOOM,0.0531,1.3019,NON_BLOOM
1.3019,23.19,17276,1.342011978,90.23611974,0.00105,0.844,0.7908,3.844962862,3.337559821,269.9452531,NON_BLOOM,0.0532,1.33404,NON_BLOOM
1.33404,22.91,17386.34615,1.937768964,54.33492805,0.00117,0.4129,0.3339,3.751112867,3.498160727,262.0959911,NON_BLOOM,0.079,3.4713,NON_BLOOM
3.4713,23.85,17056.10526,2.539328495,40.70707413,0.00001,0.474,0.3882,3.501108753,2.885638289,278.3566856,NON_BLOOM,0.0858,1.13907,NON_BLOOM
1.13907,25.105,16821.62963,2.564550568,42.41164676,0.00132,0.6663,0.5219,3.487041188,1.788296831,272.0562333,NON_BLOOM,0.1444,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.31882,
0.31882,31.1,17547.24138,3.401116834,108.3023446,0.00001,0.9605,0.7467,3.239507502,2.872720352,235.2804374,NON_BLOOM,0.2138,0.46511,NON_BLOOM
0.46511,30.525,17603.06897,1.164048023,50.42491022,0,0.7206,0.5308,3.110641318,2.255745288,302.3760342,NON_BLOOM,0.1898,0.95795,NON_BLOOM
0.95795,29.69,17747.03333,1.855106351,16.98271192,0,0.5953,0.4657,3.025230593,1.342323856,317.2651146,NON_BLOOM,0.1296,1.34019,NON_BLOOM
1.34019,27.35,17495.39286,1.032823572,-106.978531,0.0023,0.7087,0.4686,3.013805359,1.252952347,250.9430385,NON_BLOOM,0.2401,2.25272,NON_BLOOM
2.25272,25.02,17425.93333,1.02258844,-97.08323492,0.00009,0.3217,0.2314,3.032717743,2.20347579,176.0637998,NON_BLOOM,0.0903,1.3048,NON_BLOOM
1.3048,22.385,17218.43333,0.986920232,-136.8262707,0.00256,0.7182,0.7267,3.129161451,3.137197086,162.5001901,NON_BLOOM,-0.0085,1.42145,NON_BLOOM
1.42145,22.225,17104.66667,1.388054811,98.50695598,0.00132,0.6908,0.6038,3.211754534,3.264849941,218.0683446,NON_BLOOM,0.087,6.45856,NON_BLOOM
6.45856,22.745,16812.1,1.64395116,73.46415577,0.00189,0.5971,0.5552,3.318435772,2.801363879,299.0899822,NON_BLOOM,0.0419,1.93646,NON_BLOOM
1.93646,26.015,16673.10714,2.474160975,53.40386858,0.00007,0.8636,0.7113,3.283699641,1.964365886,299.7052449,NON_BLOOM,0.1523,0.48382,NON_BLOOM
0.48382,28.875,16898.53333,2.779265623,44.61993717,0,0.7701,0.6777,3.319678281,2.395252973,254.8235088,NON_BLOOM,0.0924,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.5737,
0.5737,31.285,17780.86207,2.203303704,92.92559149,0,0.7534,0.5476,3.459994782,1.93734874,418.3916496,NON_BLOOM,0.2058,0.63754,NON_BLOOM
0.63754,30.265,17781.93333,0.205112439,25.75756527,0.00001,0.4691,0.3223,3.495362081,0.894186859,378.9827092,NON_BLOOM,0.1468,1.2256,NON_BLOOM
1.2256,27.075,17265.82759,0.44581852,-65.46854885,0.00009,0.6408,0.509,3.49674273,1.50733876,316.8035312,NON_BLOOM,0.1318,3.03441,NON_BLOOM
3.03441,24.545,17069.46667,0.979903233,42.9178775,0.00008,0.6379,0.5808,3.526157291,2.612244272,287.0965462,NON_BLOOM,0.0571,2.19604,NON_BLOOM
2.19604,23.37,16962.68966,1.771998944,59.87236915,0.00049,0.7024,0.6038,3.418945277,3.192092335,344.2213199,NON_BLOOM,0.0986,8.91817,NON_BLOOM
8.91817,23.045,16926.2963,1.139372674,30.54320591,0.00032,0.536,0.4426,3.320526753,3.237823021,358.5169279,NON_BLOOM,0.0934,1.03681,NON_BLOOM
1.03681,23.235,16976.46429,1.380063144,61.05850924,0,0.6145,0.4836,3.26405827,2.627873692,298.1457338,NON_BLOOM,0.1309,1.6056,NON_BLOOM
1.6056,25.915,17017.34483,2.996184399,27.92490461,0.0019,0.888,0.731,3.268125737,1.506835582,111.9835074,NON_BLOOM,0.157,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.83183,
0.83183,32.455,17828.63333,2.368860144,83.1119919,0,0.3878,0.4638,3.418631016,3.277643971,307.2174075,NON_BLOOM,-0.076,0.84575,NON_BLOOM
0.84575,32.37,17966.14286,2.345214213,80.89205193,0,0.3758,0.3693,3.526646089,2.404871358,394.7695517,NON_BLOOM,0.0065,0.92273,NON_BLOOM
0.92273,31.1,17829.86667,0.705631995,61.83616804,0.00001,0.3355,0.2988,3.583865537,1.457525491,390.7780842,NON_BLOOM,0.0367,0.98044,NON_BLOOM
0.98044,28.555,17047.24138,1.542202404,-118.4589847,0.00003,0.3367,0.3435,3.582474388,1.389789153,375.366793,NON_BLOOM,-0.0068,1.35942,NON_BLOOM
1.35942,25.66,17026.3,0.250976622,146.8327418,0.00231,0.5383,0.6168,3.50748426,2.478306994,384.5126896,NON_BLOOM,-0.0785,2.32604,NON_BLOOM
2.32604,23.54,17084.26667,1.629925091,16.09995777,0.00032,0.7629,0.6435,3.48900943,3.387528188,414.010744,NON_BLOOM,0.1194,1.95591,NON_BLOOM
1.95591,23.315,17040.75,2.62067872,42.2726932,0.00134,0.7563,0.5044,3.457555937,3.519850455,402.2324393,NON_BLOOM,0.2519,1.75068,NON_BLOOM
1.75068,23.8,17025.73333,1.884712335,52.79099713,0.00002,0.439,0.3579,3.394993327,2.908444602,293.2057192,NON_BLOOM,0.0811,1.26293,NON_BLOOM
1.26293,24.855,16824.62069,3.227559058,28.17668014,0.00128,0.6763,0.6202,3.463628552,1.802446062,84.36650868,NON_BLOOM,0.0561,0.40679,NON_BLOOM
0.40679,27.43,16628.43333,3.771836868,48.53764658,0.00004,1.0219,1.0221,3.465483372,1.440236285,161.3129357,NON_BLOOM,-0.0002,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.51884,
0.51884,32.87,17632,4.625490526,88.21475227,0,0.4494,0.5032,3.486413187,3.37685556,322.9833634,NON_BLOOM,-0.0538,0.40999,NON_BLOOM
0.40999,31.245,17776.14815,1.326503179,103.2922192,0,0.862,0.5047,3.379296853,2.753995078,411.4111018,NON_BLOOM,0.3573,0.72224,NON_BLOOM
0.72224,30.535,17855,1.911552147,-21.22225583,0,0.5845,0.4102,3.337198254,1.71081527,431.8135584,NON_BLOOM,0.1743,1.13919,NON_BLOOM
1.13919,27.585,17754.62069,0.888286074,129.5667701,0,0.6226,0.3489,3.329458451,1.662822442,286.5967546,NON_BLOOM,0.2737,2.88208,NON_BLOOM
2.88208,24.85,17574.03448,2.085869039,38.30769663,0.00001,0.6621,0.5398,3.378197534,2.752594862,181.1384979,NON_BLOOM,0.1223,1.1786,NON_BLOOM
1.1786,22.8,17398.82759,0.645188763,-14.39153936,0.00001,0.5675,0.4686,3.458334212,3.58737766,150.9399393,NON_BLOOM,0.0989,1.33777,NON_BLOOM
1.33777,22.39,16974.92453,0.890693802,10.19094306,0.00388,0.7648,0.5606,3.561340942,3.494060138,299.9979176,NON_BLOOM,0.2042,6.38139,NON_BLOOM
6.38139,23.58,16859.44828,1.593209956,41.84037239,0.00242,0.7299,0.5009,3.580875029,2.901288507,373.2533056,NON_BLOOM,0.229,1.36497,NON_BLOOM
1.36497,25.9,16765.43396,2.094322527,26.36682095,0.00225,1.0075,0.8171,3.528155478,1.815965652,374.1256388,NON_BLOOM,0.1904,0.74961,NON_BLOOM
0.74961,29.47,16811.0566,3.713547783,50.05211204,0,0.8567,0.8669,3.566116853,2.391369319,309.6079676,NON_BLOOM,-0.0102,0.36419,NON_BLOOM
0.36419,31.315,16938.18966,3.865057282,79.07311277,0,0.5475,0.5228,3.658174256,3.400468616,209.5210136,NON_BLOOM,0.0247,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.61188,
0.61188,32.42,17701.09615,1.527270698,82.34805946,0,0.4189,0.3966,3.823530945,2.439647629,365.8963382,NON_BLOOM,0.0223,0.98214,NON_BLOOM
0.98214,30.285,17732.5122,1.395913192,52.84225122,0,0.5686,0.3528,3.810411085,1.242227222,371.6789893,NON_BLOOM,0.2158,2.59826,NON_BLOOM
2.59826,27.305,17723.78571,1.00252149,-69.85681446,0,0.5883,0.415,3.813711283,1.908002155,316.423065,NON_BLOOM,0.1733,5.84492,NON_BLOOM
5.84492,23.96,17493.23333,0.698441119,-179.8855852,0.0001,0.7917,0.7333,3.881761484,3.264872062,211.6719624,NON_BLOOM,0.0584,5.0412,NON_BLOOM
5.0412,22.78,17371.4,2.419837509,15.34219793,0.00043,0.6359,0.5828,3.883953813,3.865809531,133.4761241,NON_BLOOM,0.0531,1.33296,NON_BLOOM
1.33296,22.645,16522.22222,2.024525823,46.45094139,0.00008,0.6396,0.4912,3.854352225,3.767087089,424.773801,NON_BLOOM,0.1484,2.17941,NON_BLOOM
2.17941,24.04,16627.92593,2.701529739,40.56811382,0.00027,0.8377,0.5417,3.813085542,2.755303094,491.204062,NON_BLOOM,0.296,2.07766,NON_BLOOM
2.07766,26.38,16664.64286,2.723614814,40.90448738,0.00002,0.8825,0.6631,3.793774025,1.746569654,475.5981471,NON_BLOOM,0.2194,0.58765,NON_BLOOM
0.58765,28.29,16795.31034,2.816456463,36.67157176,0.00001,0.5798,0.5365,3.769515585,2.02489866,377.7799467,NON_BLOOM,0.0433,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.82696,
0.82696,30.985,17522.64758,0.656307014,-2.678297991,0,0.5315,0.3374,3.387224159,1.153999085,357.1689491,NON_BLOOM,0.1941,3.7006,NON_BLOOM
3.7006,26.935,17191.75962,1.627700656,78.20808419,0.00012,0.5798,0.4133,3.391132329,1.623372048,276.3282944,NON_BLOOM,0.1665,5.34222,NON_BLOOM
